"county","Variable","col","Value"
"Greenwood","Education","Less than 9th Grade",0.0298597194388778
"Hamilton","Education","Less than 9th Grade",0.110994213571804
"Harper","Education","Less than 9th Grade",0.0320125363778822
"Harvey","Education","Less than 9th Grade",0.0415307258281196
"Haskell","Education","Less than 9th Grade",0.192491467576792
"Hodgeman","Education","Less than 9th Grade",0.0261219022103148
"Jackson","Education","Less than 9th Grade",0.0182841068917018
"Jefferson","Education","Less than 9th Grade",0.0248714742253717
"Jewell","Education","Less than 9th Grade",0.0191290191290191
"Johnson","Education","Less than 9th Grade",0.0161332786228129
"Kearny","Education","Less than 9th Grade",0.116087423862415
"Kingman","Education","Less than 9th Grade",0.0346840086710022
"Kiowa","Education","Less than 9th Grade",0.0393343419062027
"Labette","Education","Less than 9th Grade",0.0361700803087842
"Lane","Education","Less than 9th Grade",0.0170015455950541
"Leavenworth","Education","Less than 9th Grade",0.0225511757739807
"Lincoln","Education","Less than 9th Grade",0.016935150764147
"Linn","Education","Less than 9th Grade",0.0342184505885574
"Logan","Education","Less than 9th Grade",0.0190255220417633
"Lyon","Education","Less than 9th Grade",0.0475803957946815
"Marion","Education","Less than 9th Grade",0.0484590640240739
"Marshall","Education","Less than 9th Grade",0.0254005470887065
"McPherson","Education","Less than 9th Grade",0.0479129662522202
"Meade","Education","Less than 9th Grade",0.0775
"Miami","Education","Less than 9th Grade",0.0213766919775503
"Mitchell","Education","Less than 9th Grade",0.0231613165379927
"Montgomery","Education","Less than 9th Grade",0.0325561776209832
"Morris","Education","Less than 9th Grade",0.0355887521968366
"Morton","Education","Less than 9th Grade",0.0728813559322034
"Nemaha","Education","Less than 9th Grade",0.0446037435284747
"Neosho","Education","Less than 9th Grade",0.0251842254433557
"Ness","Education","Less than 9th Grade",0.0330578512396694
"Norton","Education","Less than 9th Grade",0.0520559930008749
"Osage","Education","Less than 9th Grade",0.0308813892529489
"Osborne","Education","Less than 9th Grade",0.0287337119946542
"Ottawa","Education","Less than 9th Grade",0.0147091108671789
"Pawnee","Education","Less than 9th Grade",0.0190990990990991
"Phillips","Education","Less than 9th Grade",0.0278969957081545
"Pottawatomie","Education","Less than 9th Grade",0.0067843457503612
"Pratt","Education","Less than 9th Grade",0.0334138486312399
"Rawlins","Education","Less than 9th Grade",0.0376629647513279
"Reno","Education","Less than 9th Grade",0.0377504322180413
"Republic","Education","Less than 9th Grade",0.0211667527103769
"Rice","Education","Less than 9th Grade",0.0310583322458567
"Riley","Education","Less than 9th Grade",0.0109816917653557
"Rooks","Education","Less than 9th Grade",0.01275
"Rush","Education","Less than 9th Grade",0.0362714508580343
"Russell","Education","Less than 9th Grade",0.0293474298213635
"Saline","Education","Less than 9th Grade",0.0315506877954907
"Scott","Education","Less than 9th Grade",0.0379679144385027
"Sedgwick","Education","Less than 9th Grade",0.0366159442124747
"Seward","Education","Less than 9th Grade",0.184005528332705
"Shawnee","Education","Less than 9th Grade",0.0291065215782071
"Sheridan","Education","Less than 9th Grade",0.0541795665634675
"Sherman","Education","Less than 9th Grade",0.0302832244008715
"Smith","Education","Less than 9th Grade",0.030241935483871
"Stafford","Education","Less than 9th Grade",0.0477784540474741
"Stanton","Education","Less than 9th Grade",0.0604209097080788
"Stevens","Education","Less than 9th Grade",0.10077326016463
"Sumner","Education","Less than 9th Grade",0.0231887336689101
"Thomas","Education","Less than 9th Grade",0.015213479469982
"Trego","Education","Less than 9th Grade",0.0127226463104326
"Wabaunsee","Education","Less than 9th Grade",0.0165809033733562
"Wallace","Education","Less than 9th Grade",0.0532188841201717
"Washington","Education","Less than 9th Grade",0.043369663941871
"Wichita","Education","Less than 9th Grade",0.0963391136801541
"Wilson","Education","Less than 9th Grade",0.0417936438833261
"Woodson","Education","Less than 9th Grade",0.0126632370399683
"Wyandotte","Education","Less than 9th Grade",0.0882788482355488
"Allen","Education","9th to 12th Grade, No Diploma",0.0647417324408033
"Anderson","Education","9th to 12th Grade, No Diploma",0.0608577725038142
"Atchison","Education","9th to 12th Grade, No Diploma",0.0453219831323402
"Barber","Education","9th to 12th Grade, No Diploma",0.0761517615176152
"Barton","Education","9th to 12th Grade, No Diploma",0.0930761048254521
"Bourbon","Education","9th to 12th Grade, No Diploma",0.072686230248307
"Brown","Education","9th to 12th Grade, No Diploma",0.0676661264181524
"Butler","Education","9th to 12th Grade, No Diploma",0.0641333087376253
"Chase","Education","9th to 12th Grade, No Diploma",0.0660018993352327
"Chautauqua","Education","9th to 12th Grade, No Diploma",0.0957332377196128
"Cherokee","Education","9th to 12th Grade, No Diploma",0.0900764323163414
"Cheyenne","Education","9th to 12th Grade, No Diploma",0.0481132075471698
"Clark","Education","9th to 12th Grade, No Diploma",0.0664634146341463
"Clay","Education","9th to 12th Grade, No Diploma",0.0267337631703098
"Cloud","Education","9th to 12th Grade, No Diploma",0.0655247417074497
"Coffey","Education","9th to 12th Grade, No Diploma",0.0586793320055156
"Comanche","Education","9th to 12th Grade, No Diploma",0.0669761273209549
"Cowley","Education","9th to 12th Grade, No Diploma",0.0716919145829531
"Crawford","Education","9th to 12th Grade, No Diploma",0.0569005296851136
"Decatur","Education","9th to 12th Grade, No Diploma",0.0666666666666667
"Dickinson","Education","9th to 12th Grade, No Diploma",0.076658111576388
"Doniphan","Education","9th to 12th Grade, No Diploma",0.0693566682871496
"Douglas","Education","9th to 12th Grade, No Diploma",0.0319847262742406
"Edwards","Education","9th to 12th Grade, No Diploma",0.106863596872285
"Elk","Education","9th to 12th Grade, No Diploma",0.0700934579439252
"Ellis","Education","9th to 12th Grade, No Diploma",0.0340884195767428
"Ellsworth","Education","9th to 12th Grade, No Diploma",0.0820237638942123
"Finney","Education","9th to 12th Grade, No Diploma",0.135124518815304
"Ford","Education","9th to 12th Grade, No Diploma",0.12803357712766
"Franklin","Education","9th to 12th Grade, No Diploma",0.057435579012729
"Geary","Education","9th to 12th Grade, No Diploma",0.0545233138233099
"Gove","Education","9th to 12th Grade, No Diploma",0.0427553444180523
"Graham","Education","9th to 12th Grade, No Diploma",0.054642166344294
"Grant","Education","9th to 12th Grade, No Diploma",0.155003762227239
"Gray","Education","9th to 12th Grade, No Diploma",0.0919755983106523
"Greeley","Education","9th to 12th Grade, No Diploma",0.0439330543933054
"Greenwood","Education","9th to 12th Grade, No Diploma",0.0701402805611222
"Hamilton","Education","9th to 12th Grade, No Diploma",0.0962651236191478
"Harper","Education","9th to 12th Grade, No Diploma",0.0868591896127155
"Harvey","Education","9th to 12th Grade, No Diploma",0.0629486047672053
"Haskell","Education","9th to 12th Grade, No Diploma",0.112627986348123
"Hodgeman","Education","9th to 12th Grade, No Diploma",0.0596115204286671
"Jackson","Education","9th to 12th Grade, No Diploma",0.0581675708257987
"Jefferson","Education","9th to 12th Grade, No Diploma",0.054953452827567
"Jewell","Education","9th to 12th Grade, No Diploma",0.0472120472120472
"Johnson","Education","9th to 12th Grade, No Diploma",0.0335022876429332
"Kearny","Education","9th to 12th Grade, No Diploma",0.115729129344321
"Kingman","Education","9th to 12th Grade, No Diploma",0.0615307653826913
"Kiowa","Education","9th to 12th Grade, No Diploma",0.0463943519919314
"Labette","Education","9th to 12th Grade, No Diploma",0.0809935877482413
"Lane","Education","9th to 12th Grade, No Diploma",0.0741885625965997
"Leavenworth","Education","9th to 12th Grade, No Diploma",0.0692776180003384
"Lincoln","Education","9th to 12th Grade, No Diploma",0.0458488228004957
"Linn","Education","9th to 12th Grade, No Diploma",0.0914316999726252
"Logan","Education","9th to 12th Grade, No Diploma",0.0774941995359629
"Lyon","Education","9th to 12th Grade, No Diploma",0.066713048855906
"Marion","Education","9th to 12th Grade, No Diploma",0.0696274774307357
"Marshall","Education","9th to 12th Grade, No Diploma",0.0416829490686466
"McPherson","Education","9th to 12th Grade, No Diploma",0.0507992895204263
"Meade","Education","9th to 12th Grade, No Diploma",0.0803125
"Miami","Education","9th to 12th Grade, No Diploma",0.0431660614064048
"Mitchell","Education","9th to 12th Grade, No Diploma",0.0408370581064608
"Montgomery","Education","9th to 12th Grade, No Diploma",0.0875834036352481
"Morris","Education","9th to 12th Grade, No Diploma",0.0845782073813708
"Morton","Education","9th to 12th Grade, No Diploma",0.0809322033898305
"Nemaha","Education","9th to 12th Grade, No Diploma",0.0537634408602151
"Neosho","Education","9th to 12th Grade, No Diploma",0.0592760547412746
"Ness","Education","9th to 12th Grade, No Diploma",0.0690082644628099
"Norton","Education","9th to 12th Grade, No Diploma",0.0964566929133858
"Osage","Education","9th to 12th Grade, No Diploma",0.0674148099606815
"Osborne","Education","9th to 12th Grade, No Diploma",0.0761777480788507
"Ottawa","Education","9th to 12th Grade, No Diploma",0.0632272228320527
"Pawnee","Education","9th to 12th Grade, No Diploma",0.105585585585586
"Phillips","Education","9th to 12th Grade, No Diploma",0.0736766809728183
"Pottawatomie","Education","9th to 12th Grade, No Diploma",0.0413342546642377
"Pratt","Education","9th to 12th Grade, No Diploma",0.0715244229736983
"Rawlins","Education","9th to 12th Grade, No Diploma",0.0579430226943506
"Reno","Education","9th to 12th Grade, No Diploma",0.0913251296654124
"Republic","Education","9th to 12th Grade, No Diploma",0.060144553433144
"Rice","Education","9th to 12th Grade, No Diploma",0.102831789116534
"Riley","Education","9th to 12th Grade, No Diploma",0.0282177494029923
"Rooks","Education","9th to 12th Grade, No Diploma",0.0725
"Rush","Education","9th to 12th Grade, No Diploma",0.0702028081123245
"Russell","Education","9th to 12th Grade, No Diploma",0.0871308786000729
"Saline","Education","9th to 12th Grade, No Diploma",0.0761445439642679
"Scott","Education","9th to 12th Grade, No Diploma",0.117914438502674
"Sedgwick","Education","9th to 12th Grade, No Diploma",0.079123800094701
"Seward","Education","9th to 12th Grade, No Diploma",0.158813921346903
"Shawnee","Education","9th to 12th Grade, No Diploma",0.0705973795247613
"Sheridan","Education","9th to 12th Grade, No Diploma",0.0288957688338493
"Sherman","Education","9th to 12th Grade, No Diploma",0.0925925925925926
"Smith","Education","9th to 12th Grade, No Diploma",0.063508064516129
"Stafford","Education","9th to 12th Grade, No Diploma",0.0882531953743153
"Stanton","Education","9th to 12th Grade, No Diploma",0.116089613034623
"Stevens","Education","9th to 12th Grade, No Diploma",0.0920429034671988
"Sumner","Education","9th to 12th Grade, No Diploma",0.0700186641027091
"Thomas","Education","9th to 12th Grade, No Diploma",0.0631441190904629
"Trego","Education","9th to 12th Grade, No Diploma",0.044529262086514
"Wabaunsee","Education","9th to 12th Grade, No Diploma",0.0386887745378311
"Wallace","Education","9th to 12th Grade, No Diploma",0.0446351931330472
"Washington","Education","9th to 12th Grade, No Diploma",0.0599455040871935
"Wichita","Education","9th to 12th Grade, No Diploma",0.140655105973025
"Wilson","Education","9th to 12th Grade, No Diploma",0.106805978812944
"Woodson","Education","9th to 12th Grade, No Diploma",0.0838939453897903
"Wyandotte","Education","9th to 12th Grade, No Diploma",0.129673089413293
"Allen","Education","High School Diploma or Equivalent",0.332700569487461
"Anderson","Education","High School Diploma or Equivalent",0.382946262078318
"Atchison","Education","High School Diploma or Equivalent",0.373453141010483
"Barber","Education","High School Diploma or Equivalent",0.355555555555556
"Barton","Education","High School Diploma or Equivalent",0.343148631660381
"Bourbon","Education","High School Diploma or Equivalent",0.307720090293454
"Brown","Education","High School Diploma or Equivalent",0.387088060507834
"Butler","Education","High School Diploma or Equivalent",0.270450306421529
"Chase","Education","High School Diploma or Equivalent",0.34710351377018
"Chautauqua","Education","High School Diploma or Equivalent",0.367156686984582
"Cherokee","Education","High School Diploma or Equivalent",0.345271934811446
"Cheyenne","Education","High School Diploma or Equivalent",0.304245283018868
"Clark","Education","High School Diploma or Equivalent",0.267682926829268
"Clay","Education","High School Diploma or Equivalent",0.331184148451014
"Cloud","Education","High School Diploma or Equivalent",0.330206634040239
"Coffey","Education","High School Diploma or Equivalent",0.363413513099433
"Comanche","Education","High School Diploma or Equivalent",0.289787798408488
"Cowley","Education","High School Diploma or Equivalent",0.307282350793941
"Crawford","Education","High School Diploma or Equivalent",0.259740681766484
"Decatur","Education","High School Diploma or Equivalent",0.37791932059448
"Dickinson","Education","High School Diploma or Equivalent",0.367756315007429
"Doniphan","Education","High School Diploma or Equivalent",0.374817695673311
"Douglas","Education","High School Diploma or Equivalent",0.179144499742578
"Edwards","Education","High School Diploma or Equivalent",0.305821025195482
"Elk","Education","High School Diploma or Equivalent",0.367289719626168
"Ellis","Education","High School Diploma or Equivalent",0.253910528852473
"Ellsworth","Education","High School Diploma or Equivalent",0.317746262935991
"Finney","Education","High School Diploma or Equivalent",0.247348574122083
"Ford","Education","High School Diploma or Equivalent",0.263173204787234
"Franklin","Education","High School Diploma or Equivalent",0.362051122839698
"Geary","Education","High School Diploma or Equivalent",0.32804336724673
"Gove","Education","High School Diploma or Equivalent",0.371971496437055
"Graham","Education","High School Diploma or Equivalent",0.319148936170213
"Grant","Education","High School Diploma or Equivalent",0.292889390519187
"Gray","Education","High School Diploma or Equivalent",0.255748474894416
"Greeley","Education","High School Diploma or Equivalent",0.28347280334728
"Greenwood","Education","High School Diploma or Equivalent",0.40060120240481
"Hamilton","Education","High School Diploma or Equivalent",0.351920042083114
"Harper","Education","High School Diploma or Equivalent",0.372957241996866
"Harvey","Education","High School Diploma or Equivalent",0.288795916017349
"Haskell","Education","High School Diploma or Equivalent",0.23037542662116
"Hodgeman","Education","High School Diploma or Equivalent",0.264567983924983
"Jackson","Education","High School Diploma or Equivalent",0.396524010448061
"Jefferson","Education","High School Diploma or Equivalent",0.404057246074753
"Jewell","Education","High School Diploma or Equivalent",0.382987382987383
"Johnson","Education","High School Diploma or Equivalent",0.162022992649657
"Kearny","Education","High School Diploma or Equivalent",0.227158724471516
"Kingman","Education","High School Diploma or Equivalent",0.357178589294647
"Kiowa","Education","High School Diploma or Equivalent",0.251134644478064
"Labette","Education","High School Diploma or Equivalent",0.324472389964515
"Lane","Education","High School Diploma or Equivalent",0.298299845440495
"Leavenworth","Education","High School Diploma or Equivalent",0.308323464726781
"Lincoln","Education","High School Diploma or Equivalent",0.331268071045023
"Linn","Education","High School Diploma or Equivalent",0.370243635368191
"Logan","Education","High School Diploma or Equivalent",0.341067285382831
"Lyon","Education","High School Diploma or Equivalent",0.31110853432282
"Marion","Education","High School Diploma or Equivalent",0.345335685379267
"Marshall","Education","High School Diploma or Equivalent",0.435586817767357
"McPherson","Education","High School Diploma or Equivalent",0.282682060390764
"Meade","Education","High School Diploma or Equivalent",0.325
"Miami","Education","High School Diploma or Equivalent",0.329481677121162
"Mitchell","Education","High School Diploma or Equivalent",0.347826086956522
"Montgomery","Education","High School Diploma or Equivalent",0.320231612853746
"Morris","Education","High School Diploma or Equivalent",0.358084358523726
"Morton","Education","High School Diploma or Equivalent",0.352966101694915
"Nemaha","Education","High School Diploma or Equivalent",0.419222089472986
"Neosho","Education","High School Diploma or Equivalent",0.320916673414851
"Ness","Education","High School Diploma or Equivalent",0.354545454545455
"Norton","Education","High School Diploma or Equivalent",0.33005249343832
"Osage","Education","High School Diploma or Equivalent",0.399164482306684
"Osborne","Education","High School Diploma or Equivalent",0.350818576678917
"Ottawa","Education","High School Diploma or Equivalent",0.33238199780461
"Pawnee","Education","High School Diploma or Equivalent",0.275495495495496
"Phillips","Education","High School Diploma or Equivalent",0.333333333333333
"Pottawatomie","Education","High School Diploma or Equivalent",0.315848985489038
"Pratt","Education","High School Diploma or Equivalent",0.280730005367687
"Rawlins","Education","High School Diploma or Equivalent",0.306132303235152
"Reno","Education","High School Diploma or Equivalent",0.290450523746568
"Republic","Education","High School Diploma or Equivalent",0.34279814145586
"Rice","Education","High School Diploma or Equivalent",0.291269737700639
"Riley","Education","High School Diploma or Equivalent",0.185957730233767
"Rooks","Education","High School Diploma or Equivalent",0.3725
"Rush","Education","High School Diploma or Equivalent",0.3198127925117
"Russell","Education","High School Diploma or Equivalent",0.326649653663872
"Saline","Education","High School Diploma or Equivalent",0.329666674586016
"Scott","Education","High School Diploma or Equivalent",0.321657754010695
"Sedgwick","Education","High School Diploma or Equivalent",0.270979510137317
"Seward","Education","High School Diploma or Equivalent",0.246513381078025
"Shawnee","Education","High School Diploma or Equivalent",0.311000074024724
"Sheridan","Education","High School Diploma or Equivalent",0.32765737874097
"Sherman","Education","High School Diploma or Equivalent",0.308496732026144
"Smith","Education","High School Diploma or Equivalent",0.354502688172043
"Stafford","Education","High School Diploma or Equivalent",0.28119293974437
"Stanton","Education","High School Diploma or Equivalent",0.273591310251188
"Stevens","Education","High School Diploma or Equivalent",0.349463706660015
"Sumner","Education","High School Diploma or Equivalent",0.353995814716362
"Thomas","Education","High School Diploma or Equivalent",0.272697529854409
"Trego","Education","High School Diploma or Equivalent",0.325275657336726
"Wabaunsee","Education","High School Diploma or Equivalent",0.390127692014484
"Wallace","Education","High School Diploma or Equivalent",0.321030042918455
"Washington","Education","High School Diploma or Equivalent",0.365122615803815
"Wichita","Education","High School Diploma or Equivalent",0.286448298008992
"Wilson","Education","High School Diploma or Equivalent",0.365404150341025
"Woodson","Education","High School Diploma or Equivalent",0.393351800554017
"Wyandotte","Education","High School Diploma or Equivalent",0.330244641697337
"Allen","Education","Some College, No Degree",0.300529523428914
"Anderson","Education","Some College, No Degree",0.265299203254789
"Atchison","Education","Some College, No Degree",0.309687081264286
"Barber","Education","Some College, No Degree",0.255555555555556
"Barton","Education","Some College, No Degree",0.251523063533507
"Bourbon","Education","Some College, No Degree",0.27665914221219
"Brown","Education","Some College, No Degree",0.256753106428957
"Butler","Education","Some College, No Degree",0.296767714033901
"Chase","Education","Some College, No Degree",0.256885090218424
"Chautauqua","Education","Some College, No Degree",0.245249193259233
"Cherokee","Education","Some College, No Degree",0.275851178068347
"Cheyenne","Education","Some College, No Degree",0.27877358490566
"Clark","Education","Some College, No Degree",0.285365853658537
"Clay","Education","Some College, No Degree",0.314672118257588
"Cloud","Education","Some College, No Degree",0.290918977705275
"Coffey","Education","Some College, No Degree",0.273326183545273
"Comanche","Education","Some College, No Degree",0.311671087533156
"Cowley","Education","Some College, No Degree",0.306552290563972
"Crawford","Education","Some College, No Degree",0.321645598414194
"Decatur","Education","Some College, No Degree",0.20552016985138
"Dickinson","Education","Some College, No Degree",0.260502498986897
"Doniphan","Education","Some College, No Degree",0.306919461999676
"Douglas","Education","Some College, No Degree",0.337899004633602
"Edwards","Education","Some College, No Degree",0.267158992180712
"Elk","Education","Some College, No Degree",0.271495327102804
"Ellis","Education","Some College, No Degree",0.338386715155764
"Ellsworth","Education","Some College, No Degree",0.275392870831736
"Finney","Education","Some College, No Degree",0.237685599811454
"Ford","Education","Some College, No Degree",0.225856050531915
"Franklin","Education","Some College, No Degree",0.27864017385905
"Geary","Education","Some College, No Degree",0.337353183800134
"Gove","Education","Some College, No Degree",0.253206650831354
"Graham","Education","Some College, No Degree",0.2678916827853
"Grant","Education","Some College, No Degree",0.195823927765237
"Gray","Education","Some College, No Degree",0.212576255279212
"Greeley","Education","Some College, No Degree",0.264644351464435
"Greenwood","Education","Some College, No Degree",0.274148296593186
"Hamilton","Education","Some College, No Degree",0.250920568122041
"Harper","Education","Some College, No Degree",0.242892321468547
"Harvey","Education","Some College, No Degree",0.280812190534679
"Haskell","Education","Some College, No Degree",0.231058020477816
"Hodgeman","Education","Some College, No Degree",0.313462826523778
"Jackson","Education","Some College, No Degree",0.268334337954591
"Jefferson","Education","Some College, No Degree",0.257815756565236
"Jewell","Education","Some College, No Degree",0.274725274725275
"Johnson","Education","Some College, No Degree",0.223769191177691
"Kearny","Education","Some College, No Degree",0.289143676101756
"Kingman","Education","Some College, No Degree",0.284809071202268
"Kiowa","Education","Some College, No Degree",0.338376197680282
"Labette","Education","Some College, No Degree",0.266762124136214
"Lane","Education","Some College, No Degree",0.304482225656878
"Leavenworth","Education","Some College, No Degree",0.25978683809846
"Lincoln","Education","Some College, No Degree",0.278397356464271
"Linn","Education","Some College, No Degree",0.269504516835478
"Logan","Education","Some College, No Degree",0.280742459396752
"Lyon","Education","Some College, No Degree",0.297812306740878
"Marion","Education","Some College, No Degree",0.26325620006226
"Marshall","Education","Some College, No Degree",0.256219877556337
"McPherson","Education","Some College, No Degree",0.282948490230906
"Meade","Education","Some College, No Degree",0.234375
"Miami","Education","Some College, No Degree",0.2875949158138
"Mitchell","Education","Some College, No Degree",0.267370987403495
"Montgomery","Education","Some College, No Degree",0.291318352634404
"Morris","Education","Some College, No Degree",0.306458699472759
"Morton","Education","Some College, No Degree",0.298305084745763
"Nemaha","Education","Some College, No Degree",0.202044338245055
"Neosho","Education","Some College, No Degree",0.31168515669285
"Ness","Education","Some College, No Degree",0.256611570247934
"Norton","Education","Some College, No Degree",0.267935258092738
"Osage","Education","Some College, No Degree",0.248115989515072
"Osborne","Education","Some College, No Degree",0.262946876044103
"Ottawa","Education","Some College, No Degree",0.284961580680571
"Pawnee","Education","Some College, No Degree",0.290990990990991
"Phillips","Education","Some College, No Degree",0.255126371006199
"Pottawatomie","Education","Some College, No Degree",0.248508072115083
"Pratt","Education","Some College, No Degree",0.275630703166935
"Rawlins","Education","Some College, No Degree",0.253500724287784
"Reno","Education","Some College, No Degree",0.299786433438422
"Republic","Education","Some College, No Degree",0.275684047496128
"Rice","Education","Some College, No Degree",0.320501109226152
"Riley","Education","Some College, No Degree",0.409376675276573
"Rooks","Education","Some College, No Degree",0.23725
"Rush","Education","Some College, No Degree",0.281201248049922
"Russell","Education","Some College, No Degree",0.264491432737878
"Saline","Education","Some College, No Degree",0.28079636977026
"Scott","Education","Some College, No Degree",0.248930481283422
"Sedgwick","Education","Some College, No Degree",0.277038224785846
"Seward","Education","Some College, No Degree",0.23570800351803
"Shawnee","Education","Some College, No Degree",0.257857724479976
"Sheridan","Education","Some College, No Degree",0.27296181630547
"Sherman","Education","Some College, No Degree",0.305882352941176
"Smith","Education","Some College, No Degree",0.269825268817204
"Stafford","Education","Some College, No Degree",0.287583688374924
"Stanton","Education","Some College, No Degree",0.26816021724372
"Stevens","Education","Some College, No Degree",0.253928660513844
"Sumner","Education","Some College, No Degree",0.271590973361235
"Thomas","Education","Some College, No Degree",0.288238180925896
"Trego","Education","Some College, No Degree",0.299830364715861
"Wabaunsee","Education","Some College, No Degree",0.252525252525253
"Wallace","Education","Some College, No Degree",0.24206008583691
"Washington","Education","Some College, No Degree",0.240690281562216
"Wichita","Education","Some College, No Degree",0.226718047527296
"Wilson","Education","Some College, No Degree",0.25859817152808
"Woodson","Education","Some College, No Degree",0.272655322516818
"Wyandotte","Education","Some College, No Degree",0.235011907339251
"Allen","Education","Associate's Degree",0.110700369667299
"Anderson","Education","Associate's Degree",0.0989998304797423
"Atchison","Education","Associate's Degree",0.0729092772128951
"Barber","Education","Associate's Degree",0.101626016260163
"Barton","Education","Associate's Degree",0.112464945363118
"Bourbon","Education","Associate's Degree",0.110519187358916
"Brown","Education","Associate's Degree",0.0773905996758509
"Butler","Education","Associate's Degree",0.0968456004427228
"Chase","Education","Associate's Degree",0.0641025641025641
"Chautauqua","Education","Associate's Degree",0.0824668339906777
"Cherokee","Education","Associate's Degree",0.0840755479754911
"Cheyenne","Education","Associate's Degree",0.118396226415094
"Clark","Education","Associate's Degree",0.073780487804878
"Clay","Education","Associate's Degree",0.0835036955496147
"Cloud","Education","Associate's Degree",0.127514953779228
"Coffey","Education","Associate's Degree",0.0868699249272254
"Comanche","Education","Associate's Degree",0.0716180371352785
"Cowley","Education","Associate's Degree",0.106625296586968
"Crawford","Education","Associate's Degree",0.0799077113053651
"Decatur","Education","Associate's Degree",0.0598726114649682
"Dickinson","Education","Associate's Degree",0.07902201810077
"Doniphan","Education","Associate's Degree",0.0789175174201912
"Douglas","Education","Associate's Degree",0.0554208855328643
"Edwards","Education","Associate's Degree",0.0682015638575152
"Elk","Education","Associate's Degree",0.0869158878504673
"Ellis","Education","Associate's Degree",0.0790868860360163
"Ellsworth","Education","Associate's Degree",0.0937140666922192
"Finney","Education","Associate's Degree",0.0730615130803677
"Ford","Education","Associate's Degree",0.0659906914893617
"Franklin","Education","Associate's Degree",0.0885853254682811
"Geary","Education","Associate's Degree",0.0889735632635424
"Gove","Education","Associate's Degree",0.0992874109263658
"Graham","Education","Associate's Degree",0.0783365570599613
"Grant","Education","Associate's Degree",0.054176072234763
"Gray","Education","Associate's Degree",0.10793054903801
"Greeley","Education","Associate's Degree",0.0732217573221757
"Greenwood","Education","Associate's Degree",0.0681362725450902
"Hamilton","Education","Associate's Degree",0.0615465544450289
"Harper","Education","Associate's Degree",0.0792478173270652
"Harvey","Education","Associate's Degree",0.0788009058457759
"Haskell","Education","Associate's Degree",0.0750853242320819
"Hodgeman","Education","Associate's Degree",0.114534494306765
"Jackson","Education","Associate's Degree",0.0823789431384368
"Jefferson","Education","Associate's Degree",0.0763512574683896
"Jewell","Education","Associate's Degree",0.114774114774115
"Johnson","Education","Associate's Degree",0.0729294400314981
"Kearny","Education","Associate's Degree",0.0935148692225009
"Kingman","Education","Associate's Degree",0.072202768050692
"Kiowa","Education","Associate's Degree",0.0821986888552698
"Labette","Education","Associate's Degree",0.112245533212974
"Lane","Education","Associate's Degree",0.1112828438949
"Leavenworth","Education","Associate's Degree",0.0741668076467603
"Lincoln","Education","Associate's Degree",0.137546468401487
"Linn","Education","Associate's Degree",0.0974541472762113
"Logan","Education","Associate's Degree",0.116473317865429
"Lyon","Education","Associate's Degree",0.0625773036487322
"Marion","Education","Associate's Degree",0.0649579744733838
"Marshall","Education","Associate's Degree",0.0825843428422561
"McPherson","Education","Associate's Degree",0.080461811722913
"Meade","Education","Associate's Degree",0.0828125
"Miami","Education","Associate's Degree",0.104159788709145
"Mitchell","Education","Associate's Degree",0.0895977245022349
"Montgomery","Education","Associate's Degree",0.114272566914641
"Morris","Education","Associate's Degree",0.0487697715289982
"Morton","Education","Associate's Degree",0.0673728813559322
"Nemaha","Education","Associate's Degree",0.0666401168193283
"Neosho","Education","Associate's Degree",0.11353146003725
"Ness","Education","Associate's Degree",0.0900826446280992
"Norton","Education","Associate's Degree",0.0822397200349956
"Osage","Education","Associate's Degree",0.0697903014416776
"Osborne","Education","Associate's Degree",0.079852990310725
"Ottawa","Education","Associate's Degree",0.103183315038419
"Pawnee","Education","Associate's Degree",0.112612612612613
"Phillips","Education","Associate's Degree",0.107057701478302
"Pottawatomie","Education","Associate's Degree",0.0934732081160877
"Pratt","Education","Associate's Degree",0.111513687600644
"Rawlins","Education","Associate's Degree",0.111540318686625
"Reno","Education","Associate's Degree",0.0998271127834842
"Republic","Education","Associate's Degree",0.105317501290656
"Rice","Education","Associate's Degree",0.0692940101787812
"Riley","Education","Associate's Degree",0.0630635021199863
"Rooks","Education","Associate's Degree",0.0935
"Rush","Education","Associate's Degree",0.0815132605304212
"Russell","Education","Associate's Degree",0.0710900473933649
"Saline","Education","Associate's Degree",0.0702525480506522
"Scott","Education","Associate's Degree",0.0751336898395722
"Sedgwick","Education","Associate's Degree",0.0693631354655417
"Seward","Education","Associate's Degree",0.0721196130167106
"Shawnee","Education","Associate's Degree",0.0664297875490414
"Sheridan","Education","Associate's Degree",0.109391124871001
"Sherman","Education","Associate's Degree",0.125490196078431
"Smith","Education","Associate's Degree",0.111559139784946
"Stafford","Education","Associate's Degree",0.086427267194157
"Stanton","Education","Associate's Degree",0.0773930753564155
"Stevens","Education","Associate's Degree",0.0503866300823148
"Sumner","Education","Associate's Degree",0.0982410497143827
"Thomas","Education","Associate's Degree",0.122525764763619
"Trego","Education","Associate's Degree",0.0776081424936387
"Wabaunsee","Education","Associate's Degree",0.0895749952353726
"Wallace","Education","Associate's Degree",0.096137339055794
"Washington","Education","Associate's Degree",0.118301544050863
"Wichita","Education","Associate's Degree",0.0886319845857418
"Wilson","Education","Associate's Degree",0.0854738064141634
"Woodson","Education","Associate's Degree",0.0854768500197863
